quantity,real,synthetic_KVRB,diff,unit,ratio
share_FVhi,0.3996023618368345,0.41746569345559686,1.7863331618762357,pp,1.0447027678631597
share_DLlo,0.36475393618297997,0.8522629719952678,48.75090358122878,pp,2.3365422205278885
share_SIhi,0.14271609935212493,0.2982758105228091,15.555971117068419,pp,2.08999413434689
simultaneous_extreme_rate,0.04789745072143475,0.11554247690474462,6.764502618330987,pp,2.4122886534551577
independence_implied_rate,0.020801804042939333,0.1061237154562647,8.532191141332538,pp,5.101659223267504
V_fv_si,0.10632369268866111,0.01836248714294948,-0.08796120554571163,V,0.17270362492693733
V_fv_dl,0.20986536707072578,0.08761431098958294,-0.12225105608114284,V,0.41747865411283624
V_dl_si,0.13226162354712462,0.032773900818058865,-0.09948772272906575,V,0.24779599659444354
